طابع زمني,1. الجنس,2. الفئة العمرية,3. مكان الإقامة الحالي,4. أعلى مستوى تعليمي,5. هل تعمل أو تدرس في مجال طبي أو صحي ؟,6. هل سبق لك استخدام الأعشاب الطبية لعلاج أي حالة صحية ؟,"7. عندما تمرض, ما الخيار الذي تلجأ إليه أولاً ؟ (يمكن الاختيار اكثر من اجابة)",8. هل تقرأ أو تسأل أو تبحث عن الأعشاب التي تريد استخدامها قبل الاستعمال ؟,9. ما العامل الأهم عند اختيارك للأعشاب ؟,10. هل شعرت أن الأعشاب كانت فعالة في علاج حالتك ؟,11. أي من الأعشاب السورية الشائعة استخدمتها أو سمعت عنها؟ (يمكن الاجابة على اكثر من اجابة),12. هل تعلم أن الأعشاب قد تتداخل مع بعض الأدوية وتسبب مشاكل صحية ؟,"13. برأيك, هل ""المنتج الطبيعي = آمن تماماً ولا يسبب أي أضرار""",14. هل اشتريت أدوية عشبية أو خلطات عشبية عبر الإنترنت ؟,15. هل تعتقد أن هناك أعشاب تباع بأسماء أخرى مختلفة عن اسمها الحقيقي (مثلاً الأقحوان بدلاً من البابونج)؟,16. هل تعتقد أن الأعشاب المطحونة قد تكون مغشوشة بإضافة مواد أخرى ؟,17. هل سبق لك استخدام أعشاب طبية بغرض التنحيف أو إنقاص الوزن ؟,18. أي من هذه الأعشاب استخدمتها للتنحيف؟(يمكن الإجابة على أكثر من خيار),19. هل تعتقد أن هناك حالات غش بمواد دوائية (مثل الملينات أو المدرات الكيميائية) في وصفات الأعشاب للتنحيف دون تصريح عنها ؟,20. هل تعتقد أن هناك حالات غش في الأعشاب وخلطات العسل المقوية باستخدام مركبات دوائية مقوية دون التصريح عنها ؟,21. هل تعتقد أن الإفراط في استخدام الأعشاب الطبية قد يسبب ضرراً للكبد أو الكلى ؟,22. كم مرة تستخدم الأعشاب الطبية *دون استشارة طبيب أو صيدلاني*,23. هل سبق أن شعرت بأي أعراض جانبية بعد استخدام أعشاب طبية ؟ (يمكن اختيار اكثر من اجابة),24. هل تعتقد أن الأعشاب آمنة بأي جرعة وليس لها أي آثار جانبية ؟,25. هل تعتقد أن هناك توابل وبهارات شائعة لها أضرار عند استخدامها بجرعات عالية؟,26. هل تعلم أو سمعت بوجود أعشاب طبية منشطة أو مهدئة للجهاز العصبي قد تسبب الإدمان أو الاعتماد عليها عند الاستخدام المطول ؟,"27. برأيك , هل يمكن لبعض الأعشاب المهدئة أو المنشطة أن تسبب اعتماداً نفسياً أو جسدياً مشابه للأدوية الكيميائية ؟","28. برأيك , ماهو السبب الرئيسي لانتشار الوصفات العشبية الخاطئة أو الخطرة على وسائل التواصل الاجتماعي ؟ (يمكن اختيار اكثر من اجابة)","29. إذا تم تطوير *تطبيق ذكي مجاني باللغة العربية* يعمل كمساعد منزلي يقدم معلومات علمية موثوقة عن الأعشاب السورية , هل ستستخدمه؟",30. هل لديك أي اقتراحات أو ملاحظات إضافية حول  استخدام الأعشاب الطبية في سوريا ؟
2026-04-17 23:11:57.149,أنثى,18-25 سنة,اللاذقية,بكالوريوس,لا,"نعم , بانتظام",الأعشاب الطبية,دائماً,الشهرة/التجربة,نعم جداً,"الزعتر السوري, إكليل الجبل, النعناع",نعم,أوافق,لا,لا أعرف,نعم,لا,,ربما,ربما,نعم بالتأكيد,أحياناً,لم أشعر بأي أعراض,لا,نعم,"نعم , أعرف ذلك جيداً","نعم , بالتأكيد",كل ما سبق,نعم بالتأكيد,
2026-04-17 23:15:09.180,أنثى,أكثر من 50 سنة,اللاذقية,ثانوية,لا,"نعم , احيانا",الأدوية من الصيدلية,أحياناً,الجودة,إلى حد ما,"الزعتر السوري, البابونج, النعناع, أوراق الزيتون",نعم,أوافق,لا,لا أعرف,نعم,لا,,لا أعرف,لا أعرف,ربما,أحياناً,لم أشعر بأي أعراض,لا أعرف,لا أعرف,"لا , لم أسمع بهذا من قبل",لا أعرف,"قلة الرقابة على المحتوى, رغبة الناس في حلول سريعة ورخيصة",نعم بالتأكيد,
2026-04-17 23:15:54.826,ذكر,26-35 سنة,المانيا ,ثانوية,لا,"نعم , احيانا",الأعشاب الطبية,أحياناً,الجودة,إلى حد ما,"إكليل الجبل, البابونج, النعناع",نعم,محايد,لا,لا أعرف,ربما,لا,,ربما,ربما,ربما,غالباً,لم أشعر بأي أعراض,لا أعرف,نعم,سمعت بالمصطلح بشكل عام لكن لا أعرف أمثلة,ربما في حالات الاستخدام الطويل,"قلة الرقابة على المحتوى, انتشار الموروث الشعبي الخاطئ",ربما,لا
2026-04-17 23:23:06.316,أنثى,26-35 سنة,السعودية,بكالوريوس,لا,"نعم , احيانا",زيارة الطبيب,أحياناً,الثقة بالمصدر,نعم جداً,"اليانسون, البردقوش",نعم,محايد,لا,لا أعرف,نعم,لا,,نعم,نعم,نعم بالتأكيد,أحياناً,لم أشعر بأي أعراض,لا,نعم,"نعم , سمعت عنه لكن لا أعرف التفاصيل",ربما في حالات الاستخدام الطويل,"قلة الرقابة على المحتوى, انتشار الموروث الشعبي الخاطئ, عدم وعي المستخدمين بالمخاطر, رغبة الناس في حلول سريعة ورخيصة, كل ما سبق",نعم بالتأكيد,
2026-04-17 23:26:20.004,أنثى,18-25 سنة,اللاذقية,بكالوريوس,نعم,نادرا,زيارة الطبيب,دائماً,الجودة,إلى حد ما,"اليانسون, البابونج",نعم,أوافق,لا,نعم,ربما,نعم (انتقل إلى السؤال 18),الشاي الأخضر,ربما,ربما,نعم بالتأكيد,نادراً,لم أشعر بأي أعراض,لا,نعم,"لا , لم أسمع بهذا من قبل",لا أعرف,رغبة الناس في حلول سريعة ورخيصة,ربما,لا
2026-04-17 23:34:42.882,أنثى,26-35 سنة,قطر,بكالوريوس,لا,"نعم , احيانا",الأعشاب الطبية,دائماً,الجودة,نعم جداً,"الزعتر السوري, إكليل الجبل, اليانسون, البابونج, النعناع",لا,محايد,نعم,لا,نعم,نعم (انتقل إلى السؤال 18),الشاي الأخضر,نعم,ربما,ربما,أحياناً,"إسهال, دوخة",ربما,نعم,"نعم , أعرف ذلك جيداً","نعم , بالتأكيد",كل ما سبق,نعم بالتأكيد,
2026-04-17 23:35:57.189,أنثى,18-25 سنة,اللاذقية,بكالوريوس,لا,"نعم , احيانا",الأدوية من الصيدلية,أحياناً,الجودة,إلى حد ما,"الزعتر السوري, اليانسون, البابونج, النعناع",لا,محايد,نعم,لا,نعم,نعم (انتقل إلى السؤال 18),الشاي الأخضر,ربما,ربما,نعم بالتأكيد,غالباً,تقلصات أو آلام في البطن,لا,نعم,"نعم , سمعت عنه لكن لا أعرف التفاصيل",ربما في حالات الاستخدام الطويل,كل ما سبق,نعم بالتأكيد,
2026-04-17 23:38:37.264,ذكر,18-25 سنة,اللاذقية,بكالوريوس,لا,"نعم , احيانا",الأدوية من الصيدلية,أحياناً,الجودة,إلى حد ما,"اليانسون, البابونج, النعناع",نعم,أوافق بشدة,نعم,نعم,نعم بشدة,نعم (انتقل إلى السؤال 18),الشاي الأخضر,ربما,ربما,لا (لأنها طبيعية),أحياناً,لم أشعر بأي أعراض,نعم,نعم,"نعم , أعرف ذلك جيداً","نعم , بالتأكيد","قلة الرقابة على المحتوى, انتشار الموروث الشعبي الخاطئ, عدم وعي المستخدمين بالمخاطر, رغبة الناس في حلول سريعة ورخيصة, كل ما سبق",لا,
2026-04-17 23:39:26.147,أنثى,18-25 سنة,اللاذقية,بكالوريوس,لا,"نعم , احيانا",الأعشاب الطبية,دائماً,الثقة بالمصدر,نعم جداً,"الزعتر السوري, اليانسون, البابونج, النعناع, الورد الدمشقي",نعم,أوافق,نعم,لا أعرف,ربما,نعم (انتقل إلى السؤال 18),الشاي الأخضر,ربما,نعم,نعم بالتأكيد,أحياناً,لم أشعر بأي أعراض,لا,نعم,"نعم , سمعت عنه لكن لا أعرف التفاصيل","نعم , بالتأكيد",قلة الرقابة على المحتوى,نعم بالتأكيد,
2026-04-17 23:45:07.006,أنثى,18-25 سنة,اللاذقية,بكالوريوس,لا,"نعم , احيانا","الأعشاب الطبية, زيارة الطبيب",دائماً,الثقة بالمصدر,إلى حد ما,"إكليل الجبل, البابونج, النعناع",لا,لا أوافق,لا,لا أعرف,نعم بشدة,لا,,ربما,ربما,ربما,غالباً,لم أشعر بأي أعراض,لا,نعم,"نعم , أعرف ذلك جيداً",ربما في حالات الاستخدام الطويل,كل ما سبق,ربما,لا
2026-04-17 23:53:30.609,أنثى,أكثر من 50 سنة,اسطنبول ( تركيا )  ,دراسات عليا,لا,نادرا,"الأدوية من الصيدلية, زيارة الطبيب",أبداً,نصيحة شخص آخر,إلى حد ما,"الزعتر السوري, اليانسون, البابونج, القرفة ",نعم,محايد,لا,نعم,نعم,لا,الشاي الأخضر,نعم,نعم,نعم بالتأكيد,أبداً,لم أشعر بأي أعراض,لا,نعم,"نعم , سمعت عنه لكن لا أعرف التفاصيل",ربما في حالات الاستخدام الطويل,قلة الرقابة على المحتوى,ربما لا,لا
2026-04-17 23:55:40.217,أنثى,أكثر من 50 سنة,Deutschland,ثانوية,لا,"لا , ابدا",زيارة الطبيب,أحياناً,نصيحة شخص آخر,لا أعلم,"الزعتر السوري, إكليل الجبل, اليانسون, النعناع",نعم,أوافق,نعم,نعم,نعم,لا,لاشيء,لا أعرف,نعم بشدة,نعم بالتأكيد,نادراً,لم أشعر بأي أعراض,لا أعرف,نعم,"نعم , أعرف ذلك جيداً","نعم , بالتأكيد",قلة الرقابة على المحتوى,ربما,نعم يجب الانتباه 
2026-04-17 23:58:48.889,ذكر,أكثر من 50 سنة,السعودية ,بكالوريوس,لا,"لا , ابدا",الأدوية من الصيدلية,نادراً,الثقة بالمصدر,إلى حد ما,"الزعتر السوري, إكليل الجبل, اليانسون, البابونج, النعناع",نعم,محايد,لا,لا أعرف,ربما,لا,,ربما,ربما,ربما,نادراً,لم أشعر بأي أعراض,لا,نعم,"نعم , سمعت عنه لكن لا أعرف التفاصيل",ربما في حالات الاستخدام الطويل,"قلة الرقابة على المحتوى, انتشار الموروث الشعبي الخاطئ, عدم وعي المستخدمين بالمخاطر, رغبة الناس في حلول سريعة ورخيصة, كل ما سبق",نعم بالتأكيد,
2026-04-18 00:02:40.994,ذكر,18-25 سنة,اللاذقية,دراسات عليا,لا,"نعم , احيانا",الأدوية من الصيدلية,نادراً,الثقة بالمصدر,نعم جداً,البابونج,نعم,محايد,نعم,لا,ربما,لا,أعشاب بحرية,ربما,ربما,لا (لأنها طبيعية),نادراً,لم أشعر بأي أعراض,ربما,ربما,"نعم , سمعت عنه لكن لا أعرف التفاصيل",لا أعتقد ذلك,عدم وعي المستخدمين بالمخاطر,ربما,لا يوجد
2026-04-18 00:06:57.568,أنثى,18-25 سنة,اللاذقية,ثانوية,لا,نادرا,الأدوية من الصيدلية,أحياناً,نصيحة شخص آخر,لا أعلم,"البابونج, النعناع",نعم,أوافق,لا,لا أعرف,ربما,لا,ما استخدمت شي,لا أعرف,لا أعرف,ربما,أحياناً,لم أشعر بأي أعراض,ربما,نعم,"لا , لم أسمع بهذا من قبل",ربما في حالات الاستخدام الطويل,"قلة الرقابة على المحتوى, انتشار الموروث الشعبي الخاطئ, عدم وعي المستخدمين بالمخاطر, رغبة الناس في حلول سريعة ورخيصة, كل ما سبق",نعم بالتأكيد,
2026-04-18 00:15:00.060,أنثى,26-35 سنة,اللاذقية,دراسات عليا,لا,"نعم , احيانا",الأدوية من الصيدلية,دائماً,نصيحة شخص آخر,إلى حد ما,البابونج,نعم,محايد,لا,نعم,نعم بشدة,نعم (انتقل إلى السؤال 18),الشاي الأخضر,نعم,نعم,ربما,دائماً,لم أشعر بأي أعراض,لا,نعم,"نعم , أعرف ذلك جيداً","نعم , بالتأكيد",قلة الرقابة على المحتوى,نعم بالتأكيد,لا 
2026-04-18 00:18:31.460,أنثى,18-25 سنة,اللاذقية,بكالوريوس,لا,"نعم , احيانا",الأدوية من الصيدلية,نادراً,الشهرة/التجربة,إلى حد ما,اليانسون,لا,لا أوافق,لا,لا أعرف,ربما,لا,,ربما,لا أعرف,نعم بالتأكيد,غالباً,لم أشعر بأي أعراض,ربما,لا أعرف,"نعم , سمعت عنه لكن لا أعرف التفاصيل",لا أعرف,كل ما سبق,نعم بالتأكيد,
2026-04-18 00:22:24.643,أنثى,36-50 سنة,حماة,بكالوريوس,لا,"نعم , احيانا",الأعشاب الطبية,دائماً,نصيحة شخص آخر,إلى حد ما,"الزعتر السوري, إكليل الجبل, اليانسون, البابونج, النعناع, الورد الدمشقي",نعم,أوافق,لا,لا أعرف,نعم,نعم (انتقل إلى السؤال 18),الشاي الأخضر,لا أعرف,ربما,ربما,غالباً,لم أشعر بأي أعراض,لا,نعم,"نعم , سمعت عنه لكن لا أعرف التفاصيل",ربما في حالات الاستخدام الطويل,"انتشار الموروث الشعبي الخاطئ, رغبة الناس في حلول سريعة ورخيصة",نعم بالتأكيد,لا
2026-04-18 00:24:47.754,أنثى,36-50 سنة,السعوديه,بكالوريوس,لا,"نعم , احيانا",الأدوية من الصيدلية,دائماً,الشهرة/التجربة,إلى حد ما,"الزعتر السوري, البابونج, النعناع",نعم,لا أوافق,نعم,نعم,نعم,نعم (انتقل إلى السؤال 18),"السنامكي, الشاي الأخضر",نعم,نعم,نعم بالتأكيد,نادراً,"تقلصات أو آلام في البطن, إسهال, غثيان أو قيء",لا,ربما,"نعم , سمعت عنه لكن لا أعرف التفاصيل",ربما في حالات الاستخدام الطويل,"عدم وعي المستخدمين بالمخاطر, رغبة الناس في حلول سريعة ورخيصة",نعم بالتأكيد,لا يوجد
2026-04-18 00:25:46.650,أنثى,36-50 سنة,السعوديه,بكالوريوس,لا,"نعم , احيانا","الأعشاب الطبية, الأدوية من الصيدلية",دائماً,الثقة بالمصدر,إلى حد ما,"أوراق الزيتون, القسط الهندي",نعم,لا أوافق,نعم,نعم,نعم بشدة,نعم (انتقل إلى السؤال 18),منتج ماي ليزا مكون من اعشاب مختلفه,ربما,ربما,نعم بالتأكيد,نادراً,إسهال,لا,ربما,"نعم , سمعت عنه لكن لا أعرف التفاصيل",ربما في حالات الاستخدام الطويل,قلة الرقابة على المحتوى,نعم بالتأكيد,اهم شي وضوح اسماء الاعشاب واذا كان المنتج مكون من عدة اعشاب ان تكون المكونات واضحه بالاسم والكميه واتوقع الاعشاب التي تفيد بالتنحيف واحتباس السوائل سوف يكون لها انتشار كبير اذا كانت مفيده وبدون اثار جانبيه لانه الكثير من افراد المجتمع بحاجه لهذا وشكرا لجهودكم وبوركت اعمالكم 
2026-04-18 00:45:00.766,أنثى,36-50 سنة,السعودية,بكالوريوس,نعم,"نعم , احيانا",زيارة الطبيب,نادراً,نصيحة شخص آخر,إلى حد ما,"الزعتر السوري, إكليل الجبل, اليانسون, النعناع",نعم,محايد,لا,لا أعرف,ربما,نعم (انتقل إلى السؤال 18),الشاي الأخضر,ربما,ربما,ربما,أحياناً,لم أشعر بأي أعراض,ربما,نعم,"نعم , سمعت عنه لكن لا أعرف التفاصيل",لا أعتقد ذلك,كل ما سبق,نعم بالتأكيد,نعم اقترح انشاء شركات متخصصة لبيع الادوية العشبية تكون وفق تراخيص طبية و عدم نشر النصائح العشوائية بين عامة الشعب حول استخدام الادوية العشبية
2026-04-18 01:14:05.645,أنثى,36-50 سنة,خارج سوريا (يرجى تحديد البلد),ثانوية,لا,"نعم , احيانا",الأدوية من الصيدلية,دائماً,السعر,إلى حد ما,"الزعتر السوري, الورد الدمشقي",نعم,لا أوافق,نعم,نعم,ربما,نعم (انتقل إلى السؤال 18),"السنامكي, الشاي الأخضر, القهوة الخضراء",ربما,نعم بشدة,نعم بالتأكيد,دائماً,"تقلصات أو آلام في البطن, تسارع ضربات القلب",لا,نعم,"نعم , أعرف ذلك جيداً","نعم , بالتأكيد",انتشار الموروث الشعبي الخاطئ,نعم بالتأكيد,ممتازه
2026-04-18 01:39:41.832,ذكر,أكثر من 50 سنة,اللاذقية,بكالوريوس,لا,"نعم , احيانا","الأعشاب الطبية, الأدوية من الصيدلية, زيارة الطبيب",أحياناً,الشهرة/التجربة,إلى حد ما,"الزعتر السوري, إكليل الجبل, اليانسون, البابونج, النعناع, الورد الدمشقي, أوراق الزيتون, ",لا,أوافق بشدة,نعم,لا أعرف,ربما,نعم (انتقل إلى السؤال 18),الشاي الأخضر,لا أعرف,لا,لا (لأنها طبيعية),غالباً,لم أشعر بأي أعراض,لا أعرف,نعم,"لا , لم أسمع بهذا من قبل",لا أعتقد ذلك,عدم وعي المستخدمين بالمخاطر,نعم بالتأكيد,لا يوجد
2026-04-18 01:41:57.697,ذكر,36-50 سنة,مصر,بكالوريوس,لا,"نعم , بانتظام",زيارة الطبيب,دائماً,نصيحة شخص آخر,إلى حد ما,الزعتر السوري,لا,لا أوافق,نعم,لا,ربما,لا,الشاي الأخضر,ربما,ربما,ربما,أحياناً,لم أشعر بأي أعراض,لا أعرف,لا أعرف,"نعم , سمعت عنه لكن لا أعرف التفاصيل",لا أعرف,قلة الرقابة على المحتوى,ربما لا,
